Customer_ID;Gender;Age;Tenure;Saving_Amount;Current_Amount;Time_Deposits_Amount;Funds_Amount;Stocks_Amount;Bank_Assurance_Amount;Life_Assurance_Amount;Business_Loan_Amount;Home_Loan_Amount;Consumer_Loan_Amount;Branch_Transactions;ATM_Transactions;Phone_Transactions;Internet_Transactions;Standing_Orders;New_Credit_Card_Flag
28;F;60;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2692.468571;0;0;0;0;0;0
29;F;41;49;18.510000;1.064286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;0;0
30;F;51;49;0.000000;52.314286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
31;F;37;49;0.000000;24.933333;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;7;0;0;0;0
32;F;45;49;0.000000;0.000000;0.000000;0.000000;0.000000;89.800000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
33;M;57;49;1.914286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
34;M;47;49;17.925714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
35;F;52;49;49.812857;0.000000;0.000000;0.000000;0.000000;322.445714;0.000000;0.000000;0.000000;0.000000;0;5;0;0;0;0
36;F;48;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;736.295714;0;0;0;0;0;0
37;M;41;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;1
38;M;42;49;0.000000;7699.508571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;22;0;0;0;0
39;M;58;49;349.682857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4;0;0;0;0;0
40;M;57;49;18.041429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;715.965714;0;0;0;0;0;0
41;M;49;49;0.000000;0.000000;0.000000;0.000000;0.000000;32.185714;0.000000;0.000000;0.000000;1772.350000;0;0;0;0;0;0
42;M;56;49;0.146667;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2.353333;2;0;0;0;0;0
43;M;50;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1385.480000;0;0;0;0;0;0
44;M;44;49;5.018571;19.358571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
45;M;43;49;1.468571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1038.588571;0;0;0;0;0;0
46;M;50;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1354.665714;2;0;0;0;0;0
47;M;53;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.142857;0;0;0;0;0;0
48;M;44;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.737143;0;0;0;0;0;0
49;M;57;49;0.000000;13.148571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
50;M;44;49;40.614286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1240.015714;9;0;0;0;0;1
51;M;51;49;0.000000;0.000000;0.000000;0.000000;0.000000;108.227143;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
52;M;52;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6468.884286;11;9;0;0;0;1
53;M;45;49;23.857143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3130.744286;0;4;0;0;0;0
54;M;42;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;176.085714;5;0;0;3;0;1
55;M;49;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6;2;0;0;0;1
56;M;40;49;23.202857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3477.714286;0;1;0;0;0;0
57;M;57;49;0.000000;126.912857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;13;6;0;0;0;0
58;F;48;49;21.132857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;11;0;0;0;0
59;M;51;49;35.388571;0.000000;0.000000;0.000000;0.000000;470.097143;0.000000;0.000000;75866.298571;1572.947143;4;0;0;0;0;0
60;M;48;49;178.505714;152.445714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;13;0;0;0;0
61;M;57;49;17.144286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;914.390000;5;0;0;0;0;0
62;M;67;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;46.761429;0;0;0;0;0;0
63;M;42;49;0.000000;814.990000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;1;0;0;0;0
64;M;76;49;0.000000;84.870000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2236.761429;9;0;0;0;0;0
65;M;65;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.051429;0;0;0;0;0;0
66;F;45;49;75.614286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;176.914286;4;0;0;0;0;0
67;M;45;49;0.000000;220.711429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4589.432857;0;42;0;0;0;0
68;M;56;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3398.755714;1;2;0;0;0;0
69;M;63;49;158.621429;0.000000;0.000000;0.000000;0.000000;54.080000;0.000000;0.000000;1416.782857;0.000000;4;0;0;0;0;0
70;M;73;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;672.922500;0;0;0;0;0;0
71;M;35;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1657.312857;2;0;0;0;0;0
72;M;46;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4825.697143;0.000000;1651.514286;15;0;0;0;0;1
73;M;51;49;5.050000;0.000000;0.000000;0.000000;381.171429;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
74;M;53;49;560.027143;0.000000;0.000000;0.000000;0.000000;380.245714;0.000000;0.000000;23692.904286;0.000000;4;0;0;0;1;0
75;M;61;49;0.000000;67.728571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;9;0;0;0;0;0
76;F;60;49;0.342857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;51.474286;0.000000;0;0;0;0;0;0
77;M;60;49;738.407143;0.000000;0.000000;0.000000;305.345714;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
78;F;46;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4.624286;2;1;0;0;0;0
79;M;40;49;19.260000;0.000000;0.000000;0.000000;0.000000;378.445714;0.000000;0.000000;31951.237143;1629.760000;0;20;0;0;0;1
80;M;64;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4607.111429;10;3;0;0;0;1
81;M;50;49;0.000000;31846.838571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;8959.062857;5;0;0;0;0;0
82;M;49;49;40.932000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
83;F;54;49;75.905714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2118.718571;0.000000;7224.581429;19;1;0;0;0;1
84;F;55;49;39984.448571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.200000;7;17;0;0;0;0
85;M;38;49;511.080000;18.890000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;5;0;0;0;0
86;M;46;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;3;0;1
87;M;50;49;0.000000;373.811429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.232857;3;0;0;0;0;0
88;M;47;49;65.258571;3.571429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5776.758571;1;0;0;0;1;0
89;M;38;49;686.755714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;4;0;0;0;0
90;M;46;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;1
91;M;52;49;89.217143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;8;0;0;0;0
92;M;40;49;1671.025714;1481.082857;0.000000;0.000000;1051.745714;0.000000;0.000000;0.000000;0.000000;1220.181429;45;0;0;0;9;0
93;M;67;49;96.640000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
94;M;44;122;0.000000;589.907143;0.000000;0.000000;869.370000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
95;M;39;49;4523.880000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;23;0;0;0;0
96;M;70;49;36.420000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4;0;0;0;0;0
97;M;65;49;31.067143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3259.482857;0;0;0;0;0;0
98;F;46;49;49.147143;0.000000;0.000000;0.000000;0.000000;232.160000;846.725714;0.000000;101074.320000;1327.348571;3;0;0;0;1;0
99;M;35;49;1996.041429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;36;0;0;0;0
100;M;50;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.382857;0;0;0;0;0;0
101;M;64;49;20.491429;0.000000;0.000000;0.000000;0.000000;61.674286;0.000000;0.000000;13621.702857;4666.631429;11;1;0;0;0;1
102;M;56;49;19560.034286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
103;F;45;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.205714;0;0;0;0;0;0
104;M;77;49;3569.306667;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;11;0;0;0;0;0
105;M;55;49;78.402857;0.937143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;5;0;0;0;0
106;F;33;49;37.551429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1121.862857;0;0;0;0;0;0
107;F;44;49;4.558571;0.000000;0.000000;0.000000;23.771429;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
108;F;56;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7649.365714;0.000000;0.000000;9;0;0;0;0;0
109;F;53;49;8.991429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1681.345714;3;3;0;0;0;0
110;M;41;49;527.662857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6720.548571;1;1;0;0;0;0
111;F;56;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4620.920000;1;0;0;0;0;0
112;M;51;49;655.564286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
113;M;56;120;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;109.732857;2;0;0;0;0;0
114;M;39;49;0.000000;0.000000;204693.480000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;0;0
115;M;58;49;1353.760000;0.000000;0.000000;0.000000;0.000000;72.491429;0.000000;0.000000;6361.172857;0.000000;14;3;0;0;0;1
116;M;66;49;483.870000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;9;1;0;0;0;0
117;M;46;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.137143;0;0;0;0;0;0
118;M;46;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1656.562857;2;1;0;0;0;0
119;F;41;49;0.485714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
120;F;37;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.954286;0;0;0;0;0;0
121;F;39;49;0.000000;322.328571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;10;0;0;0;0
122;F;55;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.028571;0;0;0;0;0;0
123;M;51;49;0.000000;36.004286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;7;0;8;0;1
124;M;55;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1613.214286;0;13;0;0;0;1
125;M;61;49;192.872857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;8;0;0;0;0;0
126;M;51;49;12.051429;0.000000;0.000000;6700.327143;0.000000;0.000000;32.205714;0.000000;0.000000;7973.224286;4;0;0;0;0;0
127;F;58;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.360000;0;0;0;0;0;0
128;M;58;49;42.597143;0.000000;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;4;0;0;0;0;0
129;M;55;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.045714;0;0;0;0;0;0
130;M;57;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.045714;0;0;0;0;0;0
131;F;53;49;0.031429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6;0;0;0;0;0
132;M;60;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.068571;0;0;0;0;0;0
133;M;45;49;0.337143;0.000000;0.000000;0.000000;0.000000;155.485714;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
134;M;59;49;0.000000;48.268571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
135;M;52;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1193.710000;0;0;0;0;0;0
136;M;65;49;69.124286;0.000000;0.000000;3059.105714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
137;M;57;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;25.530000;1;0;0;0;0;0
138;M;58;49;207.005714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.337143;0;0;0;0;0;0
139;M;53;49;10.022857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;8330.924286;3;0;0;0;0;0
140;F;58;49;139.307143;0.000000;0.000000;0.000000;238.254286;0.000000;0.000000;0.000000;0.000000;0.000000;12;9;0;0;0;0
141;M;48;49;561.208571;4637.562857;0.000000;0.000000;0.000000;673.211429;802.091429;0.000000;38208.271429;3047.470000;19;27;0;0;1;0
142;M;67;49;970.717143;3107.802857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6;0;0;0;0;0
143;M;49;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.531429;0;0;0;0;0;0
144;M;59;49;28.125000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3415.025000;4;0;0;0;0;0
145;M;36;49;146.477143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;23027.560000;0.000000;11;0;0;0;1;0
146;M;54;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2012.882857;4;0;0;0;0;0
147;M;85;49;0.000000;0.000000;0.000000;0.000000;0.000000;74.051429;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
148;M;45;49;0.000000;0.291429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
149;M;42;49;1039.635714;0.000000;0.000000;0.000000;0.000000;547.055714;0.000000;0.000000;22754.005714;5018.762857;8;0;0;0;0;0
150;F;46;49;0.560000;133.275714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;9;0;0;0;0
151;F;46;49;0.000000;76.231429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.034286;0;13;0;0;0;0
152;M;61;49;94.150000;0.000000;0.000000;0.000000;0.000000;285.428571;0.000000;0.000000;3886.395714;682.195714;2;0;0;0;0;0
153;M;77;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;1
154;M;45;49;99.620000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;322.977143;0;11;0;0;0;0
155;M;53;49;24.550000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;12283.980000;20;3;0;0;0;1
156;M;66;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1342.271429;4;4;0;0;0;0
157;F;67;49;707.788571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;965.317143;17;0;0;0;3;0
158;M;51;49;0.000000;0.000000;0.000000;0.000000;0.000000;542.360000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
159;M;40;49;0.000000;39.597143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;21;0;0;0;0
160;M;41;49;0.302857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
161;M;60;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;863.657143;1;0;0;0;0;1
162;M;49;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;11843.565714;0.000000;0.005714;4;0;0;0;0;1
163;F;44;49;0.000000;3.040000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5261.284286;0;13;0;0;0;0
164;F;40;49;16.588571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
165;F;42;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1106.774286;1;0;0;0;0;0
166;M;58;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.108571;0;0;0;0;0;0
167;M;43;49;139.022857;8.817143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;3;0;0;0;0
168;F;34;49;1.720000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
169;M;36;49;7318.377143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10;0;0;0;0;0
170;M;50;49;0.000000;0.000000;0.000000;0.000000;0.000000;326.817143;0.000000;0.000000;0.000000;0.000000;10;5;0;0;0;1
171;M;79;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1661.752857;0;3;0;0;0;0
172;M;36;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.262857;0;0;0;0;0;0
173;M;54;49;56.130000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;45.017143;0.000000;196.975714;7;0;0;0;0;0
174;M;37;118;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;1
175;M;39;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1155.024286;0;0;0;0;0;0
176;F;35;49;25.325714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
177;M;38;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2.702857;0;0;0;0;0;0
178;M;36;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6967.014286;7;0;0;0;0;0
179;M;48;49;7.811429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2384.777143;3;0;0;0;0;0
180;F;52;49;47.377143;522.298571;0.000000;0.000000;0.000000;46.640000;530.577143;0.000000;38052.121429;7925.277143;2;8;10;0;1;0
181;M;33;49;2862.445714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.222857;0;0;0;0;0;0
182;F;51;49;0.051429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
183;M;33;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2640.974286;1;0;0;0;0;0
184;M;33;49;0.000000;0.000000;0.000000;256.768571;0.000000;3.680000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
185;M;46;49;74.082857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;3;0;0;0;0
186;M;62;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.102857;0;0;0;0;0;0
187;M;49;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;16.288571;1;0;0;0;0;0
188;M;51;49;168.280000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
189;M;45;49;65.931429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
190;F;37;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;916.285714;5;0;0;0;0;0
191;M;69;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.594286;0;0;0;0;0;0
192;M;40;49;41.305714;1458.944286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;11;0;0;0;0;0
193;M;38;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;484.424286;9;0;0;0;0;1
